,Country,Age,Gender,Salary,FormalEducation
43592,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43601,United States,35 - 44 years old,Male,108000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43614,United States,25 - 34 years old,Male,99000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43619,United States,25 - 34 years old,Male,110000.0,Some college/university study without earning a degree
43620,United States,25 - 34 years old,Male,83000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43621,United States,35 - 44 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43632,United States,45 - 54 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43638,United States,35 - 44 years old,Male,90000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
43644,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43652,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43656,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43671,United States,35 - 44 years old,Male,88000.0,Some college/university study without earning a degree
43672,United States,25 - 34 years old,Male,67000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43681,United States,35 - 44 years old,Male,93000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43685,United States,35 - 44 years old,Male,87000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43692,United States,25 - 34 years old,Male,87000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43693,United States,35 - 44 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43710,United States,25 - 34 years old,Male,130000.0,Associate degree
43733,United States,45 - 54 years old,Male,47000.0,Some college/university study without earning a degree
43734,United States,25 - 34 years old,Male,83000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43747,United States,35 - 44 years old,Male,150000.0,Some college/university study without earning a degree
43753,United States,25 - 34 years old,Male,76000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43775,United States,25 - 34 years old,Male,118000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43780,United States,35 - 44 years old,Male,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43788,United States,18 - 24 years old,Male,48000.0,Some college/university study without earning a degree
43797,United States,35 - 44 years old,Male,126000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43804,United States,25 - 34 years old,Male,90000.0,Some college/university study without earning a degree
43815,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43824,United States,25 - 34 years old,"Non-binary, genderqueer, or gender non-conforming",87500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43825,United States,25 - 34 years old,Male,108000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43827,United States,25 - 34 years old,Female,64000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43832,United States,25 - 34 years old,Male,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43833,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43834,United States,55 - 64 years old,Male,82000.0,Associate degree
43836,United States,55 - 64 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43841,United States,35 - 44 years old,Female,97000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43843,United States,18 - 24 years old,Female,52000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43853,United States,45 - 54 years old,Male,139000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43862,United States,18 - 24 years old,Female,34496.0,Some college/university study without earning a degree
43871,United States,35 - 44 years old,Female,135000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43886,United States,25 - 34 years old,Female,65000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
43893,United States,35 - 44 years old,Male,75000.0,"Professional degree (JD, MD, etc.)"
43895,United States,25 - 34 years old,Male,350.0,Associate degree
43902,United States,18 - 24 years old,Male,108000.0,Some college/university study without earning a degree
43905,United States,35 - 44 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43908,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43913,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43915,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43921,United States,35 - 44 years old,Male,245000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43922,United States,18 - 24 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43924,United States,25 - 34 years old,Male,96500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43928,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43931,United States,18 - 24 years old,Male,94000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43938,United States,25 - 34 years old,Male,5000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43947,United States,25 - 34 years old,Male,190000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43957,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43963,United States,25 - 34 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
43964,United States,25 - 34 years old,Male,112000.0,Some college/university study without earning a degree
43966,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43968,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43969,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43980,United States,35 - 44 years old,Male,127000.0,Associate degree
43983,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43984,United States,35 - 44 years old,Male,210000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43988,United States,18 - 24 years old,Male,86000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
43992,United States,35 - 44 years old,Male,150000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
44001,United States,45 - 54 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44010,United States,35 - 44 years old,Male,138000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44013,United States,45 - 54 years old,Male,110000.0,Some college/university study without earning a degree
44017,United States,25 - 34 years old,Female,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44020,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44032,United States,45 - 54 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44037,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44051,United States,25 - 34 years old,Male,102000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44055,United States,25 - 34 years old,Male,122000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44057,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44060,United States,25 - 34 years old,Female,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44066,United States,25 - 34 years old,Male,58000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44073,United States,18 - 24 years old,Male,80000.0,Some college/university study without earning a degree
44074,United States,25 - 34 years old,Male,88000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44079,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44081,United States,45 - 54 years old,Male,90000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
44085,United States,18 - 24 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44089,United States,18 - 24 years old,Male,62400.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44099,United States,35 - 44 years old,Male,148200.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44104,United States,35 - 44 years old,Male,190000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44107,United States,35 - 44 years old,Male,275000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44111,United States,18 - 24 years old,Male,25000.0,Some college/university study without earning a degree
44119,United States,18 - 24 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44123,United States,18 - 24 years old,Female,33000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44139,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44163,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44166,United States,25 - 34 years old,Male,87000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44171,United States,25 - 34 years old,Male,23000.0,Associate degree
44185,United States,35 - 44 years old,Male,138760.0,Associate degree
44191,United States,35 - 44 years old,Male,83000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44197,United States,25 - 34 years old,Female,94000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44205,United States,25 - 34 years old,Female,114800.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44207,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44229,United States,25 - 34 years old,Male,50000.0,Associate degree
44230,United States,35 - 44 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44247,United States,35 - 44 years old,Male,162000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
44250,United States,18 - 24 years old,Female,65000.0,Some college/university study without earning a degree
44260,United States,35 - 44 years old,Male,94000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44266,United States,25 - 34 years old,Male,65000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44269,United States,35 - 44 years old,Male,114000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44276,United States,18 - 24 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44278,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44279,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44288,United States,25 - 34 years old,Male,76000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44301,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44314,United States,25 - 34 years old,Male,88000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44316,United States,45 - 54 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44347,United States,18 - 24 years old,Male,25000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44355,United States,45 - 54 years old,Male,126000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44360,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44361,United States,35 - 44 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44366,United States,45 - 54 years old,Male,197000.0,Some college/university study without earning a degree
44369,United States,35 - 44 years old,Female,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44375,United States,25 - 34 years old,Male,154000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44380,United States,35 - 44 years old,Male,139000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44388,United States,18 - 24 years old,Male,8000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
44389,United States,55 - 64 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44393,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44404,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44406,United States,25 - 34 years old,Female,60500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44432,United States,25 - 34 years old,Male,81000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44442,United States,25 - 34 years old,Male,165000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44443,United States,35 - 44 years old,Male,85000.0,Some college/university study without earning a degree
44458,United States,25 - 34 years old,Male,54000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44474,United States,25 - 34 years old,Male,10000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44488,United States,25 - 34 years old,Male,92500.0,Some college/university study without earning a degree
44489,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44505,United States,35 - 44 years old,Male,83000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44516,United States,25 - 34 years old,Male,66000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44524,United States,25 - 34 years old,Male,107000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44545,United States,25 - 34 years old,Female,63000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44553,United States,25 - 34 years old,Male,52000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44555,United States,25 - 34 years old,Male,48000.0,Associate degree
44557,United States,25 - 34 years old,Male,32000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
44560,United States,18 - 24 years old,Male,180000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44572,United States,35 - 44 years old,Male,112000.0,Some college/university study without earning a degree
44576,United States,35 - 44 years old,Male,110000.0,Some college/university study without earning a degree
44586,United States,35 - 44 years old,Male,86000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44588,United States,18 - 24 years old,Male,13000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
44591,United States,25 - 34 years old,Male,80000.0,Some college/university study without earning a degree
44601,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44605,United States,25 - 34 years old,Male,69000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44615,United States,35 - 44 years old,Male,90000.0,Some college/university study without earning a degree
44634,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44637,United States,25 - 34 years old,Male,185000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44640,United States,45 - 54 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44650,United States,25 - 34 years old,Male,57000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44652,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44676,United States,18 - 24 years old,Male,37440.0,Some college/university study without earning a degree
44689,United States,35 - 44 years old,Female,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44695,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44703,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44705,United States,18 - 24 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44713,United States,18 - 24 years old,Male,72000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44730,United States,25 - 34 years old,Male,79000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44733,United States,55 - 64 years old,Male,110.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44738,United States,25 - 34 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44740,United States,35 - 44 years old,Male,120000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
44753,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44781,United States,18 - 24 years old,Male,45000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44785,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44788,United States,35 - 44 years old,Male,189000.0,Some college/university study without earning a degree
44796,United States,25 - 34 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44797,United States,45 - 54 years old,Male,112000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44806,United States,45 - 54 years old,Male,175000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44811,United States,25 - 34 years old,Male,30000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44819,United States,35 - 44 years old,Female,13000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44845,United States,25 - 34 years old,Male,153000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44860,United States,18 - 24 years old,Male,45000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44863,United States,25 - 34 years old,Male,126000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44871,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44872,United States,25 - 34 years old,Male,28000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44876,United States,35 - 44 years old,Male,75000.0,Some college/university study without earning a degree
44887,United States,18 - 24 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44891,United States,18 - 24 years old,Female,91705.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44900,United States,25 - 34 years old,Female,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
44911,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44913,United States,25 - 34 years old,Male,87500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44915,United States,18 - 24 years old,Male,60000.0,Associate degree
44918,United States,18 - 24 years old,Male,70000.0,Some college/university study without earning a degree
44922,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44926,United States,18 - 24 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44936,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44948,United States,18 - 24 years old,Male,79000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44964,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44967,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44973,United States,25 - 34 years old,Male,80000.0,Some college/university study without earning a degree
44974,United States,18 - 24 years old,Female,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44981,United States,45 - 54 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44987,United States,35 - 44 years old,Male,97000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
44996,United States,35 - 44 years old,Male,200000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45006,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45008,United States,25 - 34 years old,Male,80000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45015,United States,25 - 34 years old,Male,62000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45021,United States,25 - 34 years old,Male,94000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45030,United States,25 - 34 years old,Female,139400.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45035,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45041,United States,25 - 34 years old,Female,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45053,United States,18 - 24 years old,Male,68000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45062,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45064,United States,25 - 34 years old,Male,105000.0,Some college/university study without earning a degree
45065,United States,25 - 34 years old,Male,660.0,Associate degree
45080,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45114,United States,35 - 44 years old,Male,86000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45125,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45129,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45133,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45139,United States,18 - 24 years old,Female,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45143,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45145,United States,25 - 34 years old,Male,71500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45148,United States,35 - 44 years old,Male,130000.0,Some college/university study without earning a degree
45150,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45154,United States,25 - 34 years old,Male,120000.0,Some college/university study without earning a degree
45161,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45164,United States,25 - 34 years old,Male,70000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
45165,United States,35 - 44 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45166,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45167,United States,35 - 44 years old,Male,87000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45195,United States,45 - 54 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45199,United States,25 - 34 years old,Male,90000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45217,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45221,United States,25 - 34 years old,Male,89500.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
45222,United States,45 - 54 years old,Male,140000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45223,United States,25 - 34 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45232,United States,35 - 44 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45238,United States,18 - 24 years old,Male,1317.6,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45240,United States,25 - 34 years old,Male,78780.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
45241,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45271,United States,18 - 24 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45273,United States,18 - 24 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45280,United States,18 - 24 years old,Male,21000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45286,United States,25 - 34 years old,Female,88000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45290,United States,35 - 44 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45294,United States,25 - 34 years old,Male,31000.0,Associate degree
45298,United States,45 - 54 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45327,United States,25 - 34 years old,Female,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45333,United States,25 - 34 years old,Female,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45349,United States,25 - 34 years old,Male,129000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
45350,United States,25 - 34 years old,Male,115000.0,Some college/university study without earning a degree
45352,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45361,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45366,United States,18 - 24 years old,Male,900.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
45367,United States,35 - 44 years old,Male,225000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45385,United States,25 - 34 years old,Male,111000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45394,United States,45 - 54 years old,Male,125000.0,Some college/university study without earning a degree
45396,United States,25 - 34 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45400,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45410,United States,35 - 44 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45418,United States,45 - 54 years old,Male,140.0,Some college/university study without earning a degree
45421,United States,25 - 34 years old,Male,140000.0,Some college/university study without earning a degree
45422,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45425,United States,25 - 34 years old,Male,93600.0,Associate degree
45427,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45433,United States,45 - 54 years old,Male,6962.0,Associate degree
45439,United States,25 - 34 years old,Male,75200.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45440,United States,35 - 44 years old,Female,38000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45450,United States,35 - 44 years old,Male,141000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45452,United States,25 - 34 years old,Male,112000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45457,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45460,United States,25 - 34 years old,Male,142000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45482,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45486,United States,25 - 34 years old,Male,107000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
45489,United States,25 - 34 years old,Male,65000.0,Some college/university study without earning a degree
45495,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45497,United States,25 - 34 years old,Male,62000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45506,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45517,United States,25 - 34 years old,Male,95000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
45526,United States,25 - 34 years old,Female,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45530,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45531,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45538,United States,35 - 44 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45549,United States,25 - 34 years old,Male,195000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45552,United States,25 - 34 years old,Male,92200.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45557,United States,35 - 44 years old,Male,166000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45563,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45568,United States,18 - 24 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
45574,United States,25 - 34 years old,Male,101000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
